index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
162,IDC-43169,2026-02-02T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Full 9-digit SSN check failing after config change,S3 - Medium,40.7,5,No,2,User Verification Friction
163,IDC-44634,2026-03-03T00:00:00.000Z,Ashgrove Bet,UK,Portal,Upload succeeds but result says image invalid,S3 - Medium,16.1,4,No,2,User Verification Friction
164,IDC-42404,2026-05-07T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Upstream data check returning gateway errors since Monday,S2 - High,5.4,9,No,3,Platform Reliability Friction
165,IDC-43451,2026-02-21T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Passport read failing for a batch of users,S3 - Medium,37.4,5,No,2,User Verification Friction
166,IDC-44105,2026-07-11T00:00:00.000Z,Marigold Gaming,US-MI,Email,Date of birth validation rejecting valid 1999 dates,S2 - High,15,8,Yes,3,User Verification Friction
167,IDC-42105,2026-06-21T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Question about the data retention period,S4 - Low,38.3,1,No,1,Account Admin
168,IDC-43236,2026-06-16T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"OTP channel timeout error, must be integer 15-900",S3 - Medium,36,3,No,2,User Verification Friction
169,IDC-42217,2026-05-27T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Multiple users failing data verification, provider looks slow",S2 - High,8.5,6,No,3,Platform Reliability Friction
170,IDC-43417,2026-06-29T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,41.3,5,No,2,User Verification Friction
171,IDC-43677,2026-06-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Watchlist screening flagged the wrong person,S3 - Medium,22.2,5,No,2,Compliance Decision Friction
172,IDC-43403,2026-03-16T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S3 - Medium,13.8,4,No,2,User Verification Friction
173,IDC-42222,2026-02-20T00:00:00.000Z,Rivet Play,CA-ON,Email,Please add our new brand to the account,S4 - Low,42.5,3,No,1,Integration & Config
174,IDC-42350,2026-03-16T00:00:00.000Z,Rivet Play,CA-ON,Phone,Can the check flag an underage applicant?,S3 - Medium,12.1,2,No,2,Compliance Decision Friction
175,IDC-44082,2026-05-13T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Upload succeeds but result says image invalid,S3 - Medium,32.5,4,No,2,User Verification Friction
176,IDC-42660,2026-02-08T00:00:00.000Z,Rivet Play,CA-ON,Portal,IP allowlisting request for a new environment,S4 - Low,24.4,2,Yes,1,Integration & Config
177,IDC-44089,2026-07-08T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Player says they were verified twice and charged twice,S3 - Medium,31.7,5,No,2,User Verification Friction
178,IDC-43926,2026-02-20T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Partial match returns no data on first attempt,S2 - High,21.8,8,No,3,User Verification Friction
179,IDC-43507,2026-03-20T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"Sanctions hit looks like a false positive, please review",S2 - High,14.8,5,No,3,Compliance Decision Friction
180,IDC-43311,2026-05-06T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Partial match returns no data on first attempt,S4 - Low,42.5,2,No,1,User Verification Friction
181,IDC-42158,2026-05-30T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S3 - Medium,28.1,6,No,2,Account Admin
182,IDC-44000,2026-02-12T00:00:00.000Z,Marigold Gaming,US-MI,Email,Full 9-digit SSN check failing after config change,S3 - Medium,14.8,4,No,2,User Verification Friction
183,IDC-42058,2026-05-05T00:00:00.000Z,Rivet Play,CA-ON,Email,"Sanctions hit looks like a false positive, please review",S2 - High,14.5,7,No,3,Compliance Decision Friction
184,IDC-44558,2026-07-20T00:00:00.000Z,Ashgrove Bet,UK,Email,Front of licence rejected as invalid image,S3 - Medium,37.1,5,No,2,User Verification Friction
185,IDC-43534,2026-03-29T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"OTP channel timeout error, must be integer 15-900",S3 - Medium,33.4,4,No,2,User Verification Friction
186,IDC-42712,2026-04-07T00:00:00.000Z,Rivet Play,CA-ON,Email,Webhook signature verification failing in staging,S2 - High,24,9,No,3,Platform Reliability Friction
187,IDC-43327,2026-03-25T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,IDPV outcome differs across document types,S4 - Low,19.5,1,No,1,Compliance Decision Friction
188,IDC-44898,2026-03-07T00:00:00.000Z,Pinnacle Play,US-CO,Email,Token creation request returning 401,S3 - Medium,33.4,6,No,2,Integration & Config
189,IDC-42748,2026-02-23T00:00:00.000Z,Rivet Play,CA-ON,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,21,2,No,2,Compliance Decision Friction
190,IDC-44489,2026-06-17T00:00:00.000Z,Ashgrove Bet,UK,Email,Manual review queue backing up this week,S3 - Medium,20.5,4,No,2,Operational Backlog Friction
191,IDC-42546,2026-05-13T00:00:00.000Z,Rivet Play,CA-ON,Phone,Front of licence rejected as invalid image,S3 - Medium,12.6,2,No,2,User Verification Friction
192,IDC-44195,2026-06-18T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Can the check flag an underage applicant?,S3 - Medium,18.5,2,No,2,Compliance Decision Friction
193,IDC-43228,2026-05-11T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,"Sudden spike in failed verifications, nothing changed our side",S3 - Medium,26,4,No,2,Platform Reliability Friction
194,IDC-42495,2026-04-04T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Onboarding new market, what config changes are needed?",S4 - Low,21.7,1,No,1,Integration & Config
195,IDC-44164,2026-05-30T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,SSN last-4 not matching for valid users,S3 - Medium,17.1,5,No,2,User Verification Friction
196,IDC-44534,2026-02-13T00:00:00.000Z,Ashgrove Bet,UK,Email,Webhook signature verification failing in staging,S2 - High,22.3,9,Yes,3,Platform Reliability Friction
197,IDC-42849,2026-04-16T00:00:00.000Z,Rivet Play,CA-ON,Phone,Address normalization rejecting apartment formats,S3 - Medium,41.5,5,No,2,User Verification Friction
198,IDC-43432,2026-07-14T00:00:00.000Z,Foundry Gaming,US-NJ,Email,ID capture screen freezes on mobile for several users,S2 - High,19.1,6,No,3,User Verification Friction
199,IDC-43956,2026-05-22T00:00:00.000Z,Marigold Gaming,US-MI,Email,Requesting SOC 2 report for our compliance team,S4 - Low,30.7,3,Yes,1,Account Admin
200,IDC-44610,2026-07-13T00:00:00.000Z,Ashgrove Bet,UK,Portal,"vendors.error on data check, backend did not respond in time",S1 - Critical,13.3,12,No,4,Platform Reliability Friction
201,IDC-42903,2026-06-19T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,15.1,4,No,2,User Verification Friction
202,IDC-44437,2026-07-20T00:00:00.000Z,Ashgrove Bet,UK,Phone,Passport read failing for a batch of users,S3 - Medium,37.7,6,No,2,User Verification Friction
203,IDC-44706,2026-06-29T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,"OTP channel timeout error, must be integer 15-900",S3 - Medium,14.7,5,No,2,User Verification Friction
204,IDC-43075,2026-04-20T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"Multiple users failing data verification, provider looks slow",S1 - Critical,3.9,11,No,4,Platform Reliability Friction
205,IDC-44687,2026-03-13T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Onboarding new market, what config changes are needed?",S4 - Low,35.5,1,No,1,Integration & Config
206,IDC-42164,2026-05-27T00:00:00.000Z,Rivet Play,CA-ON,Email,Duplicate verification sessions created for one user,S3 - Medium,36.6,6,Yes,2,User Verification Friction
207,IDC-43969,2026-07-04T00:00:00.000Z,Marigold Gaming,US-MI,Email,"OTP channel timeout error, must be integer 15-900",S1 - Critical,11.6,10,No,4,User Verification Friction
208,IDC-43652,2026-06-07T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,32.6,5,No,2,User Verification Friction
209,IDC-42863,2026-04-09T00:00:00.000Z,Rivet Play,CA-ON,Portal,Duplicate verification sessions created for one user,S3 - Medium,25.5,4,No,2,User Verification Friction
210,IDC-42478,2026-04-25T00:00:00.000Z,Rivet Play,CA-ON,Portal,Manual review queue backing up this week,S3 - Medium,12.6,5,No,2,Operational Backlog Friction
211,IDC-44003,2026-02-03T00:00:00.000Z,Marigold Gaming,US-MI,Email,Watchlist screening flagged the wrong person,S3 - Medium,29,2,Yes,2,Compliance Decision Friction
212,IDC-44652,2026-07-13T00:00:00.000Z,Pinnacle Play,US-CO,Phone,Can the check flag an underage applicant?,S3 - Medium,38.5,3,No,2,Compliance Decision Friction
213,IDC-44386,2026-06-16T00:00:00.000Z,Ashgrove Bet,UK,Portal,Address normalization rejecting apartment formats,S2 - High,18.8,9,No,3,User Verification Friction
214,IDC-42110,2026-07-12T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,apiKey rejected when sent in the request body,S3 - Medium,13.3,3,No,2,Integration & Config
215,IDC-43801,2026-03-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,ID capture screen freezes on mobile for several users,S3 - Medium,29.3,6,No,2,User Verification Friction
216,IDC-43177,2026-04-04T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Set up user access for two new team members,S4 - Low,22.4,3,No,1,Integration & Config
217,IDC-44492,2026-03-29T00:00:00.000Z,Ashgrove Bet,UK,Portal,Player says they were verified twice and charged twice,S4 - Low,54.9,1,No,1,User Verification Friction
218,IDC-43643,2026-06-30T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,"Base URL misconfigured, double https in the endpoint",S2 - High,7.2,8,No,3,Integration & Config
219,IDC-43050,2026-07-16T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,SSN last-4 not matching for valid users,S1 - Critical,2.3,12,No,4,User Verification Friction
220,IDC-43319,2026-07-16T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,"Multiple users failing data verification, provider looks slow",S3 - Medium,33,4,No,2,Platform Reliability Friction
221,IDC-42999,2026-03-28T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Duplicate verification sessions created for one user,S4 - Low,18,3,No,1,User Verification Friction
222,IDC-42392,2026-07-20T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,28.4,2,No,2,Compliance Decision Friction
223,IDC-44905,2026-05-28T00:00:00.000Z,Pinnacle Play,US-CO,Email,Please adjust our scheduled report frequency,S4 - Low,42.5,1,No,1,Account Admin
224,IDC-42648,2026-05-16T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S4 - Low,22.5,2,No,1,Account Admin
225,IDC-44909,2026-03-24T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Passport read failing for a batch of users,S2 - High,24.4,7,No,3,User Verification Friction
226,IDC-42007,2026-07-20T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,apiKey rejected when sent in the request body,S3 - Medium,27.3,2,No,2,Integration & Config
227,IDC-44069,2026-04-24T00:00:00.000Z,Marigold Gaming,US-MI,Phone,Selfie step blank on Android Chrome,S3 - Medium,12.5,3,No,2,User Verification Friction
228,IDC-42041,2026-05-01T00:00:00.000Z,Rivet Play,CA-ON,Phone,Manual review queue backing up this week,S3 - Medium,17.3,2,No,2,Operational Backlog Friction
229,IDC-43479,2026-06-20T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"Sanctions hit looks like a false positive, please review",S3 - Medium,32.1,5,No,2,Compliance Decision Friction
230,IDC-42441,2026-05-09T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,15.8,2,No,2,User Verification Friction
231,IDC-44751,2026-04-11T00:00:00.000Z,Pinnacle Play,US-CO,Email,How do we clear stuck review cases?,S2 - High,7.4,9,No,3,Operational Backlog Friction
232,IDC-44103,2026-06-21T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Too many users routed to step-up this week,S3 - Medium,32.5,3,No,2,User Verification Friction
233,IDC-43029,2026-05-17T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Full 9-digit SSN check failing after config change,S4 - Low,42.6,1,No,1,User Verification Friction
234,IDC-42166,2026-03-13T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,64,3,No,1,Account Admin
235,IDC-43766,2026-04-16T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,"Sudden spike in failed verifications, nothing changed our side",S3 - Medium,40.9,5,No,2,Platform Reliability Friction
236,IDC-44793,2026-06-03T00:00:00.000Z,Pinnacle Play,US-CO,Portal,SSN last-4 not matching for valid users,S3 - Medium,18.7,2,Yes,2,User Verification Friction
237,IDC-42037,2026-03-10T00:00:00.000Z,Rivet Play,CA-ON,Email,Callback not received after verification completes,S3 - Medium,13.5,3,No,2,Platform Reliability Friction
238,IDC-43460,2026-06-09T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,12.6,2,No,2,User Verification Friction
239,IDC-44226,2026-07-14T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Question about the data retention period,S3 - Medium,25.2,2,No,2,Account Admin
240,IDC-42216,2026-04-27T00:00:00.000Z,Rivet Play,CA-ON,Portal,apiKey rejected when sent in the request body,S2 - High,12.1,8,No,3,Integration & Config
241,IDC-43851,2026-04-15T00:00:00.000Z,Marigold Gaming,US-MI,Email,"Sudden spike in failed verifications, nothing changed our side",S2 - High,15.5,4,No,3,Platform Reliability Friction
242,IDC-44786,2026-03-13T00:00:00.000Z,Pinnacle Play,US-CO,Phone,"Review decision pending for 48h+, players waiting",S3 - Medium,22.3,4,No,2,Operational Backlog Friction
243,IDC-44011,2026-04-19T00:00:00.000Z,Marigold Gaming,US-MI,Portal,"Pass rate dropped sharply this week, is a data provider down?",S1 - Critical,3.1,7,No,4,Platform Reliability Friction
244,IDC-43998,2026-02-25T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Please add our new brand to the account,S3 - Medium,19.5,3,No,2,Integration & Config
245,IDC-43841,2026-04-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Upstream data check returning gateway errors since Monday,S1 - Critical,6.9,11,No,4,Platform Reliability Friction
246,IDC-42742,2026-05-16T00:00:00.000Z,Rivet Play,CA-ON,Phone,Requesting SOC 2 report for our compliance team,S4 - Low,56.3,3,No,1,Account Admin
247,IDC-42755,2026-05-16T00:00:00.000Z,Rivet Play,CA-ON,Portal,Set up user access for two new team members,S3 - Medium,12,5,No,2,Integration & Config
248,IDC-43982,2026-07-07T00:00:00.000Z,Marigold Gaming,US-MI,Email,Selfie step blank on Android Chrome,S2 - High,24.9,8,No,3,User Verification Friction
249,IDC-43679,2026-04-08T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Upstream data check returning gateway errors since Monday,S2 - High,12.4,4,No,3,Platform Reliability Friction
250,IDC-42842,2026-05-08T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,28.3,2,No,1,Account Admin
251,IDC-42518,2026-05-07T00:00:00.000Z,Rivet Play,CA-ON,Portal,Invoice query forwarded from finance,S3 - Medium,26.4,3,No,2,Account Admin
252,IDC-43021,2026-05-26T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Invoice query forwarded from finance,S4 - Low,35.6,3,No,1,Account Admin
253,IDC-44631,2026-04-09T00:00:00.000Z,Ashgrove Bet,UK,Phone,IDPV outcome differs across document types,S2 - High,20.1,9,No,3,Compliance Decision Friction
254,IDC-43199,2026-04-08T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Requesting SOC 2 report for our compliance team,S4 - Low,44.5,1,No,1,Account Admin
255,IDC-44064,2026-03-07T00:00:00.000Z,Marigold Gaming,US-MI,Email,apiKey rejected when sent in the request body,S3 - Medium,23.8,2,No,2,Integration & Config
256,IDC-42213,2026-03-15T00:00:00.000Z,Rivet Play,CA-ON,Email,Can the check flag an underage applicant?,S3 - Medium,38.4,3,No,2,Compliance Decision Friction
257,IDC-43261,2026-02-14T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Watchlist screening flagged the wrong person,S3 - Medium,22.1,3,No,2,Compliance Decision Friction
258,IDC-42950,2026-06-11T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,30,4,No,2,User Verification Friction
259,IDC-43618,2026-03-01T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Step-up auth triggering for returning players,S3 - Medium,20.1,3,No,2,User Verification Friction
260,IDC-43235,2026-05-05T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"Sanctions hit looks like a false positive, please review",S3 - Medium,12.8,2,No,2,Compliance Decision Friction
261,IDC-44922,2026-02-12T00:00:00.000Z,Pinnacle Play,US-CO,Email,Requesting SOC 2 report for our compliance team,S4 - Low,24.4,1,No,1,Account Admin
262,IDC-43986,2026-06-05T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Duplicate verification sessions created for one user,S3 - Medium,26.9,2,No,2,User Verification Friction
263,IDC-44037,2026-04-23T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Token creation request returning 401,S3 - Medium,19.6,3,No,2,Integration & Config
264,IDC-44255,2026-04-21T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,"vendors.error on data check, backend did not respond in time",S2 - High,23.2,5,No,3,Platform Reliability Friction
265,IDC-43850,2026-06-23T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,IP allowlisting request for a new environment,S2 - High,21.4,9,No,3,Integration & Config
266,IDC-43126,2026-07-02T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Please add our new brand to the account,S3 - Medium,33.4,5,Yes,2,Integration & Config
267,IDC-43922,2026-07-03T00:00:00.000Z,Marigold Gaming,US-MI,Email,Requesting SOC 2 report for our compliance team,S4 - Low,47.9,1,No,1,Account Admin
268,IDC-44272,2026-03-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Manual review queue backing up this week,S3 - Medium,34.7,6,No,2,Operational Backlog Friction
269,IDC-44700,2026-06-04T00:00:00.000Z,Pinnacle Play,US-CO,Email,Token creation request returning 401,S4 - Low,59.5,2,No,1,Integration & Config
270,IDC-42627,2026-05-14T00:00:00.000Z,Rivet Play,CA-ON,Email,"Image capture loops, QR code keeps reloading on handoff",S3 - Medium,42.7,6,No,2,User Verification Friction
271,IDC-43469,2026-07-19T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Player passed data check but failed secondary auth,S4 - Low,14.1,1,No,1,User Verification Friction
272,IDC-43401,2026-04-12T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,37,3,No,2,Platform Reliability Friction
273,IDC-43775,2026-03-15T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Duplicate verification sessions created for one user,S3 - Medium,20.2,2,No,2,User Verification Friction
274,IDC-44197,2026-07-06T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Can the check flag an underage applicant?,S3 - Medium,11.7,4,No,2,Compliance Decision Friction
275,IDC-44554,2026-03-06T00:00:00.000Z,Ashgrove Bet,UK,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,12.9,4,No,2,User Verification Friction
276,IDC-44891,2026-04-13T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Sanctions hit looks like a false positive, please review",S3 - Medium,43.1,2,No,2,Compliance Decision Friction
